env_material,variable,mean,sd,n,se
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Carnobacterium,0,0,35,0
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Carnobacterium funditum DSM 5970,0,0,35,0
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Desemzia,0,0,35,0
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Dolosigranulum,0,0,35,0
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Granulicatella,0.114285714285714,0.403763804821623,35,0.0115361087091892
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Jeotgalibaca,0,0,35,0
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Lacticigenium,0,0,35,0
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Marinilactibacillus,0,0,35,0
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Pisciglobus,0,0,35,0
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__Trichococcus,5.34285714285714,23.8240398326896,35,0.680686852362559
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__uncultured,0.0571428571428571,0.338061701891407,35,0.0096589057683259
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Carnobacteriaceae;D_5__uncultured bacterium,0.0285714285714286,0.169030850945703,35,0.00482945288416295
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Enterococcaceae;D_5__Bavariicoccus,0,0,35,0
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Enterococcaceae;D_5__Catellicoccus,0.0857142857142857,0.284028640998691,35,0.00811510402853402
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Enterococcaceae;D_5__Enterococcus,69.1142857142857,75.1992535274948,35,2.14855010078557
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Enterococcaceae;D_5__Melissococcus,0.114285714285714,0.322802851090676,35,0.00922293860259073
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Enterococcaceae;D_5__Pilibacter,0,0,35,0
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Enterococcaceae;D_5__Tetragenococcus,0,0,35,0
anthropogenic environmental material,D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Lactobacillales;D_4__Enterococcaceae;D_5__Vagococcus,0.342857142857143,0.639064442247054,35,0.0182589840642015
